contact,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contacts,financial,campaigns,demographic
cellular,83.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,4,1,40
cellular,245.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,0,1,67
telephone,188.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,43
cellular,114.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,47
cellular,16.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,5,1,35
cellular,56.0,1.4,93.918,-42.7,4.961,5228.1,1003.0,2,1,37
cellular,644.5,1.4,93.444,-36.1,4.968,5228.1,1000.0,2,1,60
telephone,519.0,1.4,94.465,-41.8,4.955,5228.1,1002.0,5,1,33
cellular,109.0,-1.7,94.215,-40.3,0.889,4991.6,1003.0,4,1,69
cellular,310.0,-2.9,92.963,-40.8,1.262,5076.2,1000.0,2,1,50
cellular,644.5,-0.1,93.2,-42.0,4.021,5195.8,1005.0,0,1,55
cellular,179.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,4,1,35
cellular,225.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0,1,52
cellular,98.0,-1.8,93.749,-34.6,0.644,5008.7,1005.0,2,2,64
cellular,212.0,-1.8,92.893,-46.2,1.299,5099.1,1000.0,0,1,44
cellular,515.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,2,1,47
telephone,361.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,1,1,56
cellular,108.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,48
cellular,189.0,1.4,93.444,-36.1,4.963,5228.1,1004.0,3,1,50
telephone,125.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,0,1,44
telephone,370.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,52
cellular,217.0,1.4,93.444,-36.1,4.965,5228.1,1005.0,1,1,57
cellular,262.0,-2.9,92.201,-31.4,0.881,5076.2,997.0,0,4,36
cellular,608.0,-1.8,92.893,-46.2,1.313,5099.1,1001.0,3,1,54
telephone,66.0,1.1,93.994,-36.4,4.864,5191.0,1001.0,0,1,45
telephone,181.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,1,1,56
cellular,152.0,1.4,93.918,-42.7,4.963,5228.1,1005.0,0,1,40
cellular,301.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,2,1,68
cellular,644.5,1.4,93.444,-36.1,4.963,5228.1,1005.0,3,1,52
cellular,200.0,1.4,93.918,-42.7,4.96,5228.1,1001.0,2,1,58
cellular,78.0,1.4,93.444,-36.1,4.964,5228.1,1000.0,0,1,45
cellular,140.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,3,1,45
cellular,178.0,-2.9,92.963,-40.8,1.26,5076.2,1001.0,2,1,75
cellular,444.0,-1.8,93.876,-40.0,0.685,5008.7,997.0,4,3,74
cellular,260.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,4,1,48
cellular,166.0,1.4,93.918,-42.7,4.957,5228.1,1000.0,1,1,37
telephone,239.0,-1.7,94.027,-38.3,0.905,4991.6,1003.0,2,1,83
telephone,386.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,4,1,40
cellular,105.0,-3.4,92.649,-30.1,0.714,5017.5,997.0,0,3,57
telephone,140.0,1.4,93.918,-42.7,4.955,5228.1,1000.0,2,1,44
telephone,152.0,1.4,94.465,-41.8,4.959,5228.1,1002.0,0,1,48
cellular,384.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,36
cellular,61.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,2,1,54
cellular,227.0,-2.9,92.201,-31.4,0.879,5076.2,1000.0,2,1,42
telephone,178.0,1.1,93.994,-36.4,4.86,5191.0,1001.0,2,1,58
telephone,492.0,1.1,93.994,-36.4,4.858,5191.0,1005.0,2,1,44
telephone,644.5,1.4,93.918,-42.7,4.962,5228.1,1002.0,3,1,52
cellular,245.0,-1.8,92.893,-46.2,1.244,5099.1,1000.0,2,1,45
cellular,160.0,1.4,93.918,-42.7,4.968,5228.1,1003.0,0,1,35
telephone,342.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,1,1,59
cellular,162.0,-0.1,93.2,-42.0,4.076,5195.8,1002.0,0,1,72
cellular,253.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,0,1,37
cellular,442.0,-1.8,92.893,-46.2,1.291,5099.1,1000.0,0,1,30
cellular,113.0,-3.4,92.431,-26.949999999999992,0.742,5017.5,997.0,2,4,44
cellular,563.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,0,1,60
cellular,172.0,-1.8,93.075,-47.1,1.406,5099.1,1000.0,0,1,51
cellular,432.0,-1.8,92.893,-46.2,1.327,5099.1,1002.0,5,1,48
cellular,178.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0,1,64
cellular,279.0,-1.8,93.369,-34.8,0.646,5008.7,1002.0,2,2,65
telephone,644.5,1.4,94.465,-41.8,4.864,5228.1,1004.0,3,1,52
telephone,62.0,1.4,94.465,-41.8,4.958,5228.1,1005.0,3,1,42
telephone,389.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0,1,40
cellular,495.0,-3.4,92.379,-29.8,0.788,5017.5,997.0,0,3,53
cellular,153.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,2,1,73
telephone,182.0,1.1,93.994,-36.4,4.855,5191.0,1005.0,3,1,55
cellular,169.0,-3.4,92.431,-26.949999999999992,0.739,5017.5,1000.0,2,1,33
telephone,204.0,1.4,94.465,-41.8,4.865,5228.1,1004.0,0,1,62
cellular,151.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,0,1,48
telephone,79.0,1.1,93.994,-36.4,4.858,5191.0,1005.0,2,1,54
cellular,608.0,-1.7,94.215,-40.3,0.885,4991.6,997.0,0,4,47
telephone,103.0,1.1,93.994,-36.4,4.86,5191.0,1005.0,0,1,45
telephone,68.0,1.4,94.465,-41.8,4.865,5228.1,1000.0,1,1,51
cellular,58.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,4,1,61
cellular,232.0,-1.1,94.199,-37.5,0.879,4963.6,997.0,2,3,38
telephone,52.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,0,1,41
cellular,269.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,5,1,70
telephone,249.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0,1,50
cellular,360.0,-1.8,93.369,-34.8,0.636,5008.7,1001.0,2,1,44
telephone,5.0,-0.1,93.2,-42.0,4.7,5195.8,1000.0,2,1,33
cellular,126.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,45
cellular,63.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,4,1,47
telephone,290.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,2,1,57
telephone,84.0,1.4,93.918,-42.7,4.958,5228.1,1000.0,2,1,49
cellular,68.0,-1.8,92.893,-46.2,1.244,5099.1,1001.0,0,1,46
cellular,63.0,1.4,93.918,-42.7,4.962,5228.1,1003.0,0,1,60
telephone,168.0,1.1,93.994,-36.4,4.859,5191.0,1002.0,2,1,32
cellular,177.0,-1.8,92.893,-46.2,1.291,5099.1,1001.0,2,1,54
telephone,119.0,-1.7,94.055,-39.8,0.767,4991.6,1000.0,2,1,48
cellular,109.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,0,1,54
telephone,460.0,1.4,94.465,-41.8,4.866,5228.1,1002.0,4,1,65
cellular,107.0,-1.8,92.893,-46.2,1.266,5099.1,1004.0,0,1,57
telephone,580.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,37
telephone,141.0,1.4,94.465,-41.8,4.959,5228.1,1003.0,3,1,66
telephone,76.0,1.4,94.465,-41.8,4.96,5228.1,1002.0,2,1,45
telephone,385.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,3,1,57
cellular,91.0,1.4,93.918,-42.7,4.96,5228.1,1005.0,3,1,36
telephone,558.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,2,1,55
telephone,93.0,-1.8,93.075,-47.1,1.445,5099.1,1001.0,5,1,49
telephone,182.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,0,1,60
telephone,56.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,0,1,53
cellular,76.0,1.4,93.918,-42.7,4.957,5228.1,1005.0,2,1,42
cellular,344.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,2,1,55
cellular,139.0,-0.1,93.2,-42.0,4.153,5195.8,1001.0,2,1,46
cellular,139.0,-1.8,92.893,-46.2,1.334,5099.1,1002.0,0,1,43
telephone,55.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,2,1,48
cellular,513.0,-1.8,93.075,-47.1,1.498,5099.1,997.0,2,4,37
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1002.0,3,1,65
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1000.0,2,1,50
telephone,387.0,-2.9,92.201,-31.4,0.883,5076.2,1000.0,0,1,39
cellular,185.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,0,1,35
telephone,50.0,-2.9,92.963,-40.8,1.262,5076.2,1001.0,3,1,69
telephone,644.5,1.4,94.465,-41.8,4.961,5228.1,1002.0,2,1,58
cellular,505.0,1.4,93.918,-42.7,4.958,5228.1,1002.0,0,1,45
cellular,238.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,4,1,37
cellular,644.5,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,40
cellular,221.0,-3.4,92.431,-26.949999999999992,0.742,5017.5,997.0,2,3,38
cellular,51.0,-1.8,93.075,-47.1,1.405,5099.1,1005.0,2,1,56
cellular,67.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,1,1,56
cellular,183.0,-1.8,92.893,-46.2,1.27,5099.1,1001.0,0,1,40
cellular,415.0,-1.8,92.893,-46.2,1.266,5099.1,1002.0,2,1,35
telephone,295.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2,1,53
telephone,161.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,1,1,36
telephone,644.5,1.4,94.465,-41.8,4.958,5228.1,1001.0,2,1,35
cellular,21.0,-1.8,93.075,-47.1,1.405,5099.1,1004.0,4,1,39
cellular,265.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,2,1,40
cellular,154.0,-1.7,94.215,-40.3,0.827,4991.6,1002.0,4,2,41
cellular,64.0,-1.8,92.843,-50.0,1.757,5099.1,1000.0,2,1,31
telephone,134.0,1.4,94.465,-41.8,4.865,5228.1,1005.0,2,1,48
cellular,101.0,1.4,93.918,-42.7,4.957,5228.1,1002.0,2,1,38
cellular,356.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,0,1,45
cellular,127.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,2,1,54
telephone,283.0,1.1,93.994,-36.4,4.86,5191.0,1000.0,0,1,46
cellular,199.0,1.4,93.918,-42.7,4.961,5228.1,1001.0,0,1,57
cellular,481.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,1,1,44
cellular,359.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,26
cellular,63.0,1.4,93.444,-36.1,4.962,5228.1,1000.0,0,1,43
telephone,199.0,1.4,94.465,-41.8,4.864,5228.1,1005.0,0,1,42
telephone,445.0,1.4,94.465,-41.8,4.962,5228.1,1002.0,1,1,37
telephone,322.0,1.1,93.994,-36.4,4.857,5191.0,1004.0,0,1,47
cellular,116.0,-1.8,93.075,-47.1,1.365,5099.1,1001.0,2,1,39
telephone,75.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,0,1,59
cellular,450.0,-1.8,93.075,-47.1,1.423,5099.1,1000.0,0,1,36
cellular,68.0,-3.4,92.431,-26.949999999999992,0.742,5017.5,1000.0,2,1,51
cellular,18.0,-1.8,93.075,-47.1,1.405,5099.1,1003.0,3,1,62
cellular,388.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,1,1,53
cellular,260.0,-1.8,93.075,-47.1,1.483,5099.1,1000.0,5,1,58
cellular,410.0,-3.0,92.713,-33.0,0.708,5023.5,1002.0,2,1,57
cellular,149.0,-1.8,93.075,-47.1,1.415,5099.1,1000.0,1,1,48
cellular,271.0,-1.8,92.893,-46.2,1.259,5099.1,1001.0,0,1,31
cellular,644.5,-1.8,92.893,-46.2,1.313,5099.1,1000.0,0,1,33
cellular,70.0,-1.8,92.893,-46.2,1.327,5099.1,1001.0,0,1,48
cellular,65.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,0,1,46
telephone,191.0,1.1,93.994,-36.4,4.855,5191.0,1001.0,2,1,42
telephone,133.0,1.1,93.994,-36.4,4.856,5191.0,1005.0,2,1,49
telephone,157.0,-1.1,94.199,-37.5,0.879,4963.6,1004.0,2,1,49
cellular,539.0,-2.9,92.963,-40.8,1.26,5076.2,1000.0,0,1,54
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1002.0,2,1,41
cellular,644.5,1.4,93.918,-42.7,4.96,5228.1,1002.0,2,1,44
telephone,106.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,32
telephone,47.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,49
cellular,34.0,1.4,93.918,-42.7,4.968,5228.1,1000.0,2,1,44
cellular,72.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,0,1,59
telephone,150.0,1.1,93.994,-36.4,4.864,5191.0,1004.0,0,1,59
cellular,301.0,-1.8,93.369,-34.8,0.652,5008.7,997.0,1,3,53
telephone,36.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,0,1,72
cellular,205.0,-0.1,93.2,-42.0,4.12,5195.8,1002.0,2,1,57
cellular,400.0,-0.1,93.2,-42.0,4.153,5195.8,1000.0,2,1,52
cellular,68.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0,1,38
cellular,82.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,0,1,59
telephone,644.5,1.1,93.994,-36.4,4.859,5191.0,1000.0,3,1,39
telephone,185.0,1.1,93.994,-36.4,4.856,5191.0,1000.0,1,1,52
cellular,644.5,1.4,93.918,-42.7,4.963,5228.1,1005.0,2,1,41
telephone,380.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,0,1,44
telephone,448.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,0,1,53
cellular,196.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,0,1,34
telephone,178.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,41
telephone,237.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,54
telephone,313.0,-0.1,93.798,-40.4,4.936,5195.8,1000.0,2,1,42
telephone,343.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,1,1,41
cellular,485.0,-1.8,92.893,-46.2,1.264,5099.1,1000.0,2,1,62
cellular,644.5,-1.8,92.893,-46.2,1.291,5099.1,1004.0,1,1,54
cellular,243.0,-1.8,93.075,-47.1,1.365,5099.1,1000.0,0,1,50
cellular,487.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,34
cellular,142.0,-0.1,93.2,-42.0,4.021,5195.8,1001.0,0,1,71
cellular,79.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,61
cellular,137.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,1,1,49
cellular,176.0,-1.8,93.876,-40.0,0.682,5008.7,997.0,2,5,57
cellular,64.0,1.4,93.918,-42.7,4.959,5228.1,1000.0,1,1,59
telephone,313.0,1.1,93.994,-36.4,4.859,5191.0,1003.0,3,1,41
cellular,411.0,1.4,93.918,-42.7,4.957,5228.1,1002.0,0,1,59
telephone,411.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,1,1,41
telephone,381.0,1.4,94.465,-41.8,4.865,5228.1,1001.0,3,1,64
cellular,106.0,-1.7,94.215,-40.3,0.861,4991.6,1000.0,0,1,38
cellular,317.0,-0.1,93.2,-42.0,4.076,5195.8,1001.0,2,1,45
cellular,53.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,0,1,41
cellular,73.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,4,1,46
cellular,226.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,3,1,42
cellular,191.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,53
telephone,95.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,1,1,39
telephone,6.0,-1.1,94.601,-49.5,0.993,4963.6,1000.0,2,1,49
cellular,251.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,0,1,45
telephone,49.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,1,1,45
cellular,181.0,-1.8,92.893,-46.2,1.259,5099.1,1002.0,2,1,77
telephone,32.0,-1.8,92.893,-46.2,1.299,5099.1,1004.0,2,1,45
telephone,246.0,1.1,93.994,-36.4,4.864,5191.0,1000.0,1,1,47
telephone,289.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,4,1,52
cellular,93.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,2,1,38
telephone,151.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,66
telephone,57.0,1.1,93.994,-36.4,4.86,5191.0,1002.0,2,1,73
telephone,130.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,2,1,32
cellular,49.0,-1.8,92.893,-46.2,1.313,5099.1,1000.0,2,1,40
cellular,160.0,-1.7,94.027,-38.3,0.905,4991.6,997.0,2,8,89
telephone,483.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,29
telephone,80.0,1.4,93.918,-42.7,4.955,5228.1,1000.0,2,1,49
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1000.0,3,1,69
cellular,66.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,0,1,33
cellular,98.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,38
cellular,191.0,-1.1,94.199,-37.5,0.886,4963.6,1004.0,2,3,41
telephone,170.0,1.1,93.994,-36.4,4.864,5191.0,1003.0,2,1,47
telephone,67.0,1.4,94.465,-41.8,4.962,5228.1,1000.0,0,1,52
cellular,270.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,0,1,49
telephone,270.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,4,1,53
cellular,256.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,5,1,60
cellular,523.0,-1.8,92.893,-46.2,1.266,5099.1,1001.0,2,1,40
telephone,204.0,1.4,94.465,-41.8,4.864,5228.1,1000.0,0,1,60
cellular,102.0,-1.8,92.893,-46.2,1.25,5099.1,1003.0,0,1,42
telephone,175.0,1.4,94.465,-41.8,4.866,5228.1,1005.0,2,1,46
cellular,128.0,-1.8,92.893,-46.2,1.25,5099.1,1002.0,4,1,41
cellular,91.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,62
cellular,313.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,3,1,41
cellular,77.0,1.4,93.918,-42.7,4.961,5228.1,1004.0,2,1,51
cellular,90.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,1,1,30
telephone,510.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,0,1,49
telephone,298.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,4,1,53
cellular,456.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,2,1,48
telephone,180.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,5,1,53
telephone,29.0,-1.8,92.893,-46.2,1.291,5099.1,1002.0,2,1,33
cellular,644.5,-0.1,93.2,-42.0,4.12,5195.8,1000.0,4,1,47
cellular,181.0,-1.8,92.893,-46.2,1.266,5099.1,1003.0,2,1,42
telephone,73.0,1.4,94.465,-41.8,4.958,5228.1,1000.0,0,1,48
cellular,325.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,2,1,60
cellular,289.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,1,1,44
cellular,104.0,-1.8,93.369,-34.8,0.652,5008.7,997.0,2,3,42
telephone,87.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,3,1,44
cellular,56.0,1.4,93.444,-36.1,4.966,5228.1,1000.0,0,1,50
cellular,15.0,-1.8,93.075,-47.1,1.405,5099.1,1000.0,4,1,64
telephone,202.0,1.1,93.994,-36.4,4.857,5191.0,1000.0,0,1,39
cellular,139.0,-1.8,93.075,-47.1,1.435,5099.1,1000.0,5,1,57
cellular,258.0,-3.0,92.713,-33.0,0.721,5023.5,1000.0,2,1,88
cellular,161.0,-3.4,92.649,-30.1,0.715,5017.5,1001.0,3,1,99
cellular,106.0,1.4,93.444,-36.1,4.965,5228.1,1000.0,2,1,68
telephone,57.0,1.1,93.994,-36.4,4.859,5191.0,1000.0,2,1,39
cellular,119.0,-1.1,94.767,-50.8,1.05,4963.6,1003.0,0,3,53
telephone,31.0,1.4,93.918,-42.7,4.959,5228.1,1000.0,3,1,56
telephone,377.0,1.4,94.465,-41.8,4.967,5228.1,1002.0,3,1,43
cellular,79.0,-1.8,92.893,-46.2,1.281,5099.1,1002.0,1,1,42
cellular,26.0,-1.8,93.075,-47.1,1.405,5099.1,1002.0,0,1,54
cellular,221.0,1.4,93.444,-36.1,4.964,5228.1,1005.0,2,1,50
telephone,220.0,1.4,94.465,-41.8,4.864,5228.1,1001.0,2,1,47
cellular,165.0,1.4,93.918,-42.7,4.961,5228.1,1000.0,1,1,59
telephone,92.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,0,1,54
telephone,205.0,1.1,93.994,-36.4,4.857,5191.0,1002.0,0,1,41
telephone,302.0,1.1,93.994,-36.4,4.86,5191.0,1005.0,2,1,51
telephone,644.5,1.4,93.444,-36.1,4.964,5228.1,1005.0,1,1,56
cellular,275.0,-1.8,93.075,-47.1,1.435,5099.1,1002.0,2,1,68
telephone,29.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,0,1,45
cellular,150.0,1.4,93.444,-36.1,4.964,5228.1,1004.0,1,1,38
cellular,196.0,1.4,93.444,-36.1,4.968,5228.1,1000.0,2,1,40
cellular,252.0,-0.1,93.2,-42.0,4.076,5195.8,1000.0,2,1,48
cellular,644.5,-1.8,93.075,-47.1,1.405,5099.1,1001.0,2,1,40
cellular,383.0,-1.8,92.893,-46.2,1.281,5099.1,1004.0,0,1,50
cellular,76.0,-1.8,92.893,-46.2,1.344,5099.1,1002.0,4,2,37
telephone,634.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,4,1,42
cellular,161.0,-0.1,93.2,-42.0,4.12,5195.8,1001.0,0,1,36
cellular,139.0,-2.9,92.469,-33.6,0.921,5076.2,1004.0,2,1,58
telephone,644.5,1.4,94.465,-41.8,4.962,5228.1,1003.0,2,1,35
cellular,393.0,1.4,93.444,-36.1,4.963,5228.1,1002.0,2,1,52
cellular,153.0,1.4,93.918,-42.7,4.96,5228.1,1000.0,3,1,39
telephone,72.0,1.1,93.994,-36.4,4.864,5191.0,1002.0,2,1,34
cellular,45.0,1.4,93.444,-36.1,4.963,5228.1,1005.0,2,1,49
cellular,145.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,3,1,60
cellular,106.0,1.4,93.918,-42.7,4.96,5228.1,1002.0,2,1,35
telephone,27.0,1.4,94.465,-41.8,4.866,5228.1,1005.0,1,1,41
cellular,118.0,1.4,93.444,-36.1,4.968,5228.1,1001.0,1,1,56
cellular,99.0,1.4,93.444,-36.1,4.965,5228.1,1004.0,0,1,52
telephone,128.0,1.4,94.465,-41.8,4.961,5228.1,1000.0,0,1,47
cellular,170.0,-1.8,92.893,-46.2,1.299,5099.1,1003.0,3,1,41
cellular,83.0,1.4,93.918,-42.7,4.962,5228.1,1001.0,3,1,40
cellular,127.0,1.4,93.444,-36.1,4.966,5228.1,1002.0,3,1,62
cellular,104.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,4,1,49
telephone,86.0,1.1,93.994,-36.4,4.857,5191.0,1003.0,4,1,47
cellular,246.0,-0.1,93.2,-42.0,4.12,5195.8,1002.0,3,1,34
cellular,644.5,-0.1,93.2,-42.0,4.076,5195.8,1001.0,4,1,47
telephone,72.0,-0.1,93.2,-42.0,4.12,5195.8,1000.0,2,1,44
telephone,162.0,1.1,93.994,-36.4,4.858,5191.0,1000.0,2,1,39
cellular,41.0,1.4,93.444,-36.1,4.963,5228.1,1000.0,2,1,46
cellular,70.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,2,1,53
cellular,105.0,-1.8,92.893,-46.2,1.299,5099.1,1002.0,2,1,51
cellular,294.0,-1.8,92.893,-46.2,1.281,5099.1,1001.0,2,1,43
cellular,70.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,41
cellular,378.0,1.4,93.918,-42.7,4.962,5228.1,1000.0,2,1,39
telephone,318.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,3,1,52
cellular,154.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,0,1,43
cellular,133.0,-0.1,93.2,-42.0,4.021,5195.8,1000.0,0,1,48
cellular,98.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,56
telephone,70.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,2,1,46
cellular,31.0,1.4,93.918,-42.7,4.961,5228.1,1005.0,0,1,43
telephone,396.0,-2.9,92.201,-31.4,0.859,5076.2,1002.0,0,1,43
telephone,39.0,1.1,93.994,-36.4,4.858,5191.0,1005.0,2,1,50
cellular,434.0,-1.7,94.055,-39.8,0.702,4991.6,1002.0,2,1,55
telephone,24.0,1.1,93.994,-36.4,4.857,5191.0,1005.0,0,1,58
cellular,203.0,1.4,93.444,-36.1,4.964,5228.1,1001.0,2,1,38
cellular,59.0,-0.1,93.2,-42.0,4.191,5195.8,1000.0,0,1,65
cellular,95.0,1.4,93.444,-36.1,4.965,5228.1,1002.0,1,1,52
cellular,159.0,1.4,93.444,-36.1,4.963,5228.1,1001.0,2,1,45
cellular,109.0,-1.8,92.893,-46.2,1.266,5099.1,1000.0,2,1,41
telephone,122.0,1.1,93.994,-36.4,4.858,5191.0,1001.0,4,1,41
cellular,239.0,-1.8,92.893,-46.2,1.299,5099.1,1001.0,4,1,37
cellular,115.0,-1.8,93.075,-47.1,1.405,5099.1,1001.0,0,1,64
cellular,182.0,-1.7,94.215,-40.3,0.793,4991.6,1000.0,2,1,41
cellular,481.0,1.4,93.918,-42.7,4.963,5228.1,1000.0,0,1,47
telephone,202.0,1.4,94.465,-41.8,4.961,5228.1,1001.0,0,1,47
cellular,121.0,-0.1,93.2,-42.0,4.191,5195.8,1001.0,3,1,46
cellular,12.0,-1.8,92.893,-46.2,1.25,5099.1,1004.0,0,1,38
telephone,519.0,1.1,93.994,-36.4,4.857,5191.0,1001.0,3,1,46
cellular,119.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,2,1,34
cellular,94.0,1.4,93.444,-36.1,4.964,5228.1,1003.0,5,1,56
telephone,155.0,1.1,93.994,-36.4,4.855,5191.0,1000.0,1,1,45
telephone,13.0,-1.1,94.199,-37.5,0.879,4963.6,1000.0,2,1,35
cellular,126.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,0,1,49
cellular,209.0,-3.4,92.431,-26.949999999999992,0.74,5017.5,997.0,0,3,69
cellular,43.0,1.4,93.444,-36.1,4.967,5228.1,1000.0,5,1,40
cellular,109.0,1.4,93.444,-36.1,4.965,5228.1,1001.0,2,1,55
cellular,102.0,1.4,93.918,-42.7,4.963,5228.1,1001.0,0,1,26
telephone,325.0,1.1,93.994,-36.4,4.856,5191.0,1001.0,2,1,39
telephone,278.0,-0.1,93.2,-42.0,4.076,5195.8,1005.0,0,1,65
